"V1";"V2";"V3";"V4";"V5";"V6"
0.320518349600272;0.0471936168879053;-1.49087178573587;0.270597880962029;-0.540611608447688;0.64020981209467
1.4182566167745;0.683440806942718;1.31348382163545;1.20270839108128;-2.43541448415808;-2.15912751309435
-0.739272826911145;-0.195289940445213;-0.0888966658991547;-0.463730961015015;0.473508579500083;1.14594525323936
-1.20804066629826;-1.31534118643546;-1.49418868167246;0.484521950680752;-1.27107121564709;-0.562936424870941
2.34393248767357;-1.66003550163128;-0.896373297482694;0.696955482600183;-0.513050133853753;-1.28215235297196
0.530696227737509;-1.38347139346336;1.05000083768963;-0.608572597197622;2.61266363517529;1.04531114764323
-3.3398490271154;0.465569093200767;-0.0635603214744513;-0.878947466082059;0.58331323842571;0.195829583042827
-2.17269427971104;1.19963074738104;-0.43264306728477;0.895232566114899;-0.0750771565502571;-0.0326871321263532
0.506658749211005;-0.294025213110091;1.3384881039018;-1.21157068764268;2.17761452542928;-0.055264337854284
1.98307780294867;-1.64469767593965;1.3132523341451;1.50959191486541;-0.859226747923715;0.0934631661501996
2.2686564700133;-2.04654522648278;-1.36655567671516;0.673976045956223;0.222665280617847;0.0120211898430045
0.75796932690892;-0.492044304737607;-0.789183733321959;1.70294896115805;0.90553373222203;0.713531928217701
-2.3604466157582;-1.17192515156894;-0.298843623568451;-1.16948123713139;-0.683844791967786;-0.984443885739358
0.290819002015136;-0.362114981869842;-1.24026736429862;2.4188539635794;-0.6542385919523;-3.80882316733458
0.640406266067925;1.34669096857458;-0.68508149735633;1.64976763181863;-0.0380379212874445;1.6361589413316
-1.05155318575077;0.685177567155181;-1.68890849243388;-0.264926256796281;0.779535169277655;0.378382943721507
-1.12333187486074;-0.845056918803932;1.19369975224269;1.72193836955621;0.68457917535371;1.74410255543527
-1.86589581408866;-0.413372070000608;-0.484296104079256;-0.439434574305493;-1.25826824901996;0.446595461233515
-0.152572163797556;-0.324866986630046;-0.480504904900641;-0.242800998766314;0.938076197353658;-0.183273063513377
0.700331777892032;2.31452420213384;-0.600514341279459;1.29995828378933;-0.293003831535115;0.400247322171286
1.02816713995739;-0.827355708005024;0.643831707720941;-0.271634057641241;-1.6424505592109;1.06030254472814
1.31219087257321;-0.614336118661937;0.815293015872156;0.996581669086824;0.664281246109071;0.0718191599587682
0.246486122630135;-0.14354548468346;0.699488689552338;1.1094949003003;-0.862435128326019;-1.8354623643466
0.830341755612303;-1.33294808084203;-1.05204289237407;-1.21182337780586;-1.21922778576843;0.832450699093893
1.24032716016566;0.631334034928451;2.60951601563961;-0.0387094073509939;0.546157522601801;-0.65308225735413
-0.664759271473235;1.12904843556597;1.09951237732356;1.07078433513702;-0.318539346743917;-0.074937273586856
-1.03173489889517;-1.11755346775053;-1.48323779957566;-0.201890446982606;-1.93934740493268;0.247292048920989
1.96429426008101;1.22371878970853;-0.0124171608262076;0.512359558097587;0.28646545495705;-0.727560923052337
2.5289427224785;-2.18876139409532;-1.64581860657279;-0.464631800705154;-0.0685134063795886;-0.089980243600382
-1.72776407002682;-0.090546204200911;0.34851083121347;-1.91476726507781;0.0274227701406843;1.14868957337979
0.818656159281677;0.295363940552091;0.274208695112671;1.86526250903869;-0.875442471307196;-1.69491310871399
1.02182641863768;2.41530327036048;-1.13172919764797;-2.47970576659699;0.566689585185244;1.06552418218959
-1.77043599554834;0.868236957847383;0.928840947763075;-0.536344272579836;1.78234887255326;-0.77785930155348
-0.0030091803799281;-0.00823730962791201;-1.58210981196221;0.902822733281026;0.854795989522354;-0.547131377596297
0.210495493032394;1.2861401775293;0.548162083397295;0.0461923982399097;0.172320174843645;-0.430851002714669
0.0619177298485462;0.141949341217616;0.260427011949343;-0.410196053983942;0.518561849002361;0.673054822673246
-1.05646208525352;0.653942005583595;0.856683716437774;-1.25182914268936;3.33826249485471;-2.21291131329106
-0.50855628999725;-0.885574893022739;-2.74625712792361;-1.25891833182138;1.02919589053463;-1.51217610933891
0.00919397945796058;-2.6616602831694;-1.50048062312054;2.06132641453391;-0.482488979292344;0.722859026014533
2.97881545048352;-0.858610074239257;0.453565673604445;-0.0389663892739201;-0.345652605523834;-0.560189510832287
0.262715155540407;-0.340519463412442;-2.09669775100424;0.168423644991538;-1.67620609885768;1.91055402050763
0.110509839399397;-2.58336716018671;-2.61273830180627;0.328565676720833;0.397704812843652;1.75517233011219
-1.39672683132616;-1.46514505961339;0.913767235684584;0.423188666466312;-1.89837864573059;-1.40968759885399
0.35059902685654;0.554587214472099;-2.41218608583209;1.73900062345702;0.12759320620725;-0.452708241644355
1.3884368352259;-1.6688410469988;-1.06194144042758;1.77610038443688;-0.467774650627673;0.170219197246628
-0.647819129757828;0.303949455864871;-2.0191482378636;-1.12218073342322;-0.106644843856691;-0.200768322328887
-2.15061377344297;-2.66160526594707;-1.10487060359139;1.47856932037757;-0.853256223003904;-0.302778933706832
-0.571378204146699;-0.707125831067701;0.134211469062784;-1.08416198103487;-1.8284517776329;-0.420806295055226
0.599314168692151;0.753523032470818;-0.164842766155529;-0.436778527917242;1.88028592050942;-0.861228745354408
-1.26958485357724;-1.98062679070888;-1.66395199997207;-0.39846569572376;-0.339448319179519;-0.419940563169538
-0.731381627071575;1.93052708987357;-0.620913511216276;0.537642946855967;-0.382994007260204;-0.148253118751323
1.17787172259729;1.16500508095251;-1.82293915801244;0.0754196886624664;-0.707208940028569;0.825343092028208
-0.577337397662954;0.548139787127645;2.37073511489078;-0.838081604972626;0.184794698353268;0.396264017828684
-2.94765905435755;1.99757981550241;-0.512366450818136;0.256677018403981;1.92643941011297;2.48688286641984
1.56027869948625;2.00154872137993;0.385775143460418;1.66046429241829;-1.25004142177622;0.770364621674348
-0.887031324912749;2.07293903145942;0.414577571919687;-0.165109739477709;1.34609521885104;0.825432392134994
-2.20204802476156;0.528004500002243;-1.94082251930724;-0.996822998605947;-3.16426367626322;0.521373843611672
0.583337885697465;-2.03802435647813;0.995434171252195;-0.858189831223293;-0.617429685913568;-0.0983344999748509
-1.80566894625279;0.978624768512502;1.00242835167201;0.739995262705886;-0.890549672206382;2.26460307225562
-0.529031772063786;0.955090087342394;3.72663348159359;0.364378917302536;0.756613655352575;-1.8803301788594
-0.767650184774164;0.180073808843542;2.51441451561725;-0.724007746170471;1.43761547869951;-1.20367418905411
0.558829814684733;1.98425889298073;1.58604328074982;-1.31900879298537;1.24000179710969;-0.375300048663849
-0.692572415228553;0.0561627412496221;3.46318791352072;-0.603958550132703;-1.66900620110371;-1.81229755999857
0.641280063867361;0.21406458619963;2.34989668595778;0.0594207784016427;2.18288207698269;0.560932708278404
-2.02777715634501;-2.20066630597825;1.52011891301358;-0.999918117867289;1.54242641609674;0.331190374769627
-0.78021531935279;-0.445120896141454;2.86490813474742;0.0261978925911507;-0.306006279331207;-0.630696095933091
1.25119854008529;-0.514882000412697;1.61267397864955;1.74403259522228;1.52512970870914;0.65253270451666
0.813201988556853;1.03112916651523;-0.0630078514588011;0.0677129060853188;-2.22394010335185;2.22643397664029
-0.455921629865991;-0.991204373851477;0.843862401746211;1.79781194628664;1.4182563773713;1.64734641836809
-0.653551882989731;-1.60246861110309;1.1824234704788;0.04241971301416;0.557896476168309;0.280329333960223
